carat,cut,color,clarity,depth,table,price,x,y,z
0.56,Good,F,VS1,63.0,59.0,1758,5.24,5.27,3.31
0.27,Very Good,E,VS2,63.1,57.0,470,4.07,4.11,2.58
0.72,Ideal,D,VS2,62.8,57.0,3179,5.68,5.73,3.58
1.08,Fair,E,SI1,53.8,63.0,4790,6.99,6.81,3.71
0.6,Ideal,G,VS1,61.2,56.0,2147,5.43,5.47,3.33
1.02,Very Good,F,SI1,59.4,60.0,5430,6.48,6.59,3.88
1.52,Premium,H,SI1,60.1,60.0,10330,7.47,7.45,4.48
0.42,Ideal,G,VVS2,62.2,56.0,1103,4.81,4.77,2.98
1.51,Premium,E,I1,59.0,62.0,6494,7.41,7.36,4.36
0.33,Ideal,F,VVS1,61.9,54.0,880,4.42,4.46,2.75
0.7,Very Good,I,SI1,59.4,62.0,2058,5.77,5.82,3.44
0.52,Ideal,G,VS1,62.7,57.0,1815,5.15,5.12,3.22
0.71,Very Good,H,SI1,63.1,56.0,2210,5.62,5.69,3.57
0.4,Ideal,G,IF,61.4,55.0,1333,4.76,4.79,2.93
0.5,Ideal,E,VVS2,62.2,57.0,2346,5.08,5.05,3.15
0.71,Ideal,G,VVS1,61.2,56.0,4015,5.75,5.81,3.54
0.78,Good,D,VS2,64.0,54.0,3298,5.82,5.86,3.74
0.3,Ideal,I,VS1,61.5,58.0,454,4.28,4.31,2.64
1.01,Very Good,F,VS2,63.3,56.0,5662,6.36,6.34,4.02
1.5,Good,G,VS2,61.4,58.8,13307,7.32,7.37,4.5
2.56,Good,J,SI2,63.6,62.0,15231,8.62,8.57,5.47
0.3,Ideal,F,VVS2,62.1,57.0,694,4.25,4.28,2.65
0.58,Ideal,F,VVS2,62.5,56.0,2380,5.29,5.34,3.32
2.16,Premium,I,SI1,58.5,60.0,17934,8.54,8.49,4.98
1.04,Very Good,G,VVS1,58.2,60.0,6766,6.66,6.71,3.89
0.5,Ideal,E,VS2,63.0,57.0,1629,5.04,4.99,3.16
0.5,Very Good,F,SI1,61.6,60.0,1214,5.07,5.1,3.13
0.51,Ideal,D,SI1,61.5,56.0,1431,5.15,5.16,3.17
0.42,Good,D,SI2,63.1,56.0,653,4.74,4.8,3.01
0.62,Ideal,D,SI1,61.6,55.0,1934,5.49,5.51,3.39
0.96,Very Good,D,SI2,60.0,60.0,4060,6.43,6.47,3.87
0.71,Ideal,H,VVS2,61.5,54.0,2594,5.74,5.8,3.55
0.51,Ideal,E,VVS1,61.9,54.0,2745,5.17,5.11,3.18
0.25,Very Good,E,VVS1,57.7,62.0,548,4.16,4.19,2.41
1.21,Very Good,G,VVS2,59.3,58.0,9942,7.01,7.05,4.17
0.5,Very Good,D,VS1,63.7,57.0,1671,5.08,5.13,3.25
1.06,Premium,D,SI2,62.5,56.0,5393,6.61,6.47,4.09
0.71,Ideal,H,VS2,61.9,55.0,3189,5.74,5.77,3.56
1.0,Ideal,F,VS2,62.1,57.0,5929,6.34,6.38,3.95
0.5,Good,F,SI1,57.9,62.0,1145,5.18,5.21,3.01
1.7,Ideal,F,VS2,62.4,57.0,17360,7.65,7.57,4.75
0.54,Ideal,I,SI1,62.1,54.0,1057,5.24,5.26,3.26
1.1,Ideal,G,VS1,61.9,55.0,7528,6.59,6.63,4.09
1.04,Premium,I,SI2,62.1,59.0,3861,6.46,6.52,4.03
0.53,Ideal,E,VVS2,62.9,54.0,2271,5.19,5.15,3.25
0.51,Premium,E,VVS2,62.1,57.0,2185,5.18,5.15,3.21
0.54,Premium,F,SI1,60.4,58.0,1555,5.29,5.2,3.17
1.04,Ideal,F,VS2,60.1,59.0,7035,6.59,6.63,3.97
0.34,Premium,E,VS1,59.9,58.0,1033,4.58,4.54,2.73
1.03,Very Good,D,VS1,59.6,61.0,6848,6.57,6.62,3.93
0.54,Ideal,D,VS2,61.1,57.0,1993,5.29,5.19,3.2
0.54,Ideal,F,VS1,61.1,57.0,1774,5.28,5.3,3.23
1.0,Premium,F,VS2,62.8,59.0,6328,6.35,6.32,3.98
0.51,Ideal,E,SI2,62.0,56.0,1385,5.12,5.14,3.18
1.0,Very Good,G,SI1,61.0,56.7,5522,6.44,6.47,3.94
0.71,Good,E,SI1,63.1,59.0,2420,5.62,5.75,3.59
1.03,Good,J,I1,58.2,64.0,2220,6.64,6.69,3.88
1.53,Premium,F,SI2,62.7,60.0,9424,7.28,7.34,4.58
0.52,Ideal,H,VVS1,62.1,53.8,1767,5.17,5.19,3.21
0.8,Ideal,E,SI2,60.9,57.0,3251,6.0,6.03,3.66
0.34,Ideal,E,VS1,62.2,57.0,698,4.46,4.51,2.79
0.39,Ideal,F,SI1,62.5,55.0,921,4.68,4.63,2.91
0.6,Ideal,H,VVS1,61.0,56.0,2568,5.44,5.47,3.33
0.51,Very Good,E,VS2,61.3,60.0,1656,5.11,5.16,3.15
0.74,Ideal,I,VVS1,60.8,57.0,2822,5.85,5.89,3.57
0.51,Good,G,SI2,63.6,54.0,1129,5.08,5.05,3.22
0.58,Very Good,J,SI1,62.1,57.0,1095,5.35,5.41,3.34
0.33,Ideal,G,VS1,62.9,57.0,854,4.43,4.38,2.77
0.71,Very Good,G,SI1,57.5,61.0,2644,5.91,5.96,3.41
1.02,Good,D,VS1,64.6,58.0,6797,6.22,6.28,4.04
1.11,Ideal,I,SI1,62.3,56.0,4645,6.59,6.64,4.12
0.38,Very Good,D,VS2,63.1,55.0,1005,4.6,4.59,2.9
0.27,Premium,F,IF,61.7,57.0,820,4.21,4.12,2.57
1.2,Very Good,I,SI2,63.7,56.0,5490,6.66,6.71,4.26
0.72,Very Good,F,VS2,63.0,54.0,2784,5.69,5.73,3.6
0.71,Premium,F,SI1,63.0,59.0,2381,5.69,5.62,3.56
1.0,Very Good,G,VS1,63.2,58.0,6552,6.32,6.27,3.98
0.3,Ideal,D,VS2,60.9,57.0,911,4.35,4.32,2.64
0.5,Very Good,H,SI1,60.0,55.0,1148,5.2,5.23,3.13
0.33,Premium,I,IF,59.0,61.0,891,4.56,4.49,2.67
1.0,Ideal,I,SI2,62.5,56.0,3276,6.38,6.35,3.98
0.33,Ideal,G,VS2,61.4,56.1,604,4.42,4.45,2.73
1.07,Ideal,J,SI1,62.4,56.0,4422,6.52,6.56,4.08
0.53,Good,E,VS2,63.7,55.0,1607,5.12,5.15,3.27
1.03,Premium,H,VS1,62.5,59.0,5523,6.43,6.47,4.03
0.91,Very Good,H,VS2,63.1,56.0,3567,6.2,6.13,3.89
0.21,Premium,E,VS2,59.6,56.0,386,3.93,3.89,2.33
0.31,Ideal,F,VS2,61.9,55.0,625,4.37,4.39,2.71
0.43,Ideal,G,SI1,61.3,55.0,917,4.88,4.9,3.0
0.8,Good,G,SI2,62.8,58.0,2363,5.86,5.9,3.69
0.27,Good,E,VVS1,63.9,57.0,752,4.1,4.07,2.61
0.41,Very Good,D,VVS1,62.7,56.0,1349,4.74,4.77,2.98
0.4,Very Good,G,VVS2,60.6,59.0,868,4.74,4.8,2.89
0.52,Very Good,E,VS2,63.3,56.0,1670,5.12,5.08,3.23
1.22,Premium,I,SI1,59.0,61.0,5466,7.02,6.98,4.13
0.31,Very Good,F,VS2,61.1,58.1,605,4.33,4.37,2.66
2.02,Ideal,H,SI2,62.1,56.0,12485,8.13,8.09,5.04
1.53,Very Good,G,VS1,62.8,56.0,12654,7.31,7.37,4.61
0.79,Ideal,D,SI1,61.3,54.0,3328,5.96,6.01,3.67
0.56,Ideal,D,SI1,62.3,56.0,1723,5.26,5.33,3.3
0.74,Good,G,SI1,64.2,59.0,1865,5.69,5.62,3.63
0.56,Ideal,D,VS2,62.2,56.0,2066,5.28,5.24,3.27
0.6,Ideal,G,VS2,62.1,57.0,1625,5.36,5.43,3.35
0.4,Ideal,F,VVS2,61.7,55.0,1088,4.74,4.76,2.93
0.5,Very Good,E,VS2,63.2,57.0,1629,5.06,5.03,3.19
0.56,Premium,D,SI1,61.4,58.0,1814,5.33,5.29,3.26
0.36,Ideal,E,VS2,61.2,56.0,1013,4.63,4.59,2.82
0.34,Very Good,H,VVS2,61.0,55.0,632,4.52,4.55,2.76
0.72,Ideal,E,SI1,62.0,57.0,2626,5.7,5.75,3.55
1.64,Very Good,J,SI2,62.0,59.0,7750,7.47,7.52,4.65
0.73,Ideal,F,SI2,61.9,55.0,2588,5.78,5.82,3.59
0.23,Very Good,E,VVS2,61.4,60.0,505,3.93,3.98,2.43
1.52,Ideal,H,VS2,61.8,54.0,11379,7.42,7.43,4.59
0.34,Premium,D,SI1,62.7,59.0,626,4.42,4.45,2.78
1.44,Premium,I,VS1,62.6,59.0,8426,7.08,7.14,4.45
0.34,Ideal,G,SI1,62.7,57.0,607,4.51,4.48,2.82
0.93,Premium,H,SI1,62.8,58.0,3646,6.24,6.21,3.91
1.0,Ideal,E,SI1,62.2,53.9,5728,6.4,6.5,4.0
0.7,Premium,E,VS1,62.9,60.0,2782,5.62,5.54,3.51
0.43,Ideal,E,SI1,62.3,57.0,1016,4.82,4.78,2.99
0.3,Ideal,H,VS1,61.3,56.0,526,4.31,4.33,2.65
0.63,Very Good,G,VS1,59.9,57.0,2241,5.57,5.62,3.35
1.01,Very Good,H,SI2,63.4,55.0,3959,6.35,6.29,4.01
1.08,Ideal,I,VS2,61.8,54.0,5455,6.6,6.57,4.07
0.31,Premium,H,VVS1,63.0,58.0,907,4.37,4.33,2.74
0.26,Good,E,VVS1,57.9,60.0,554,4.22,4.25,2.45
1.12,Premium,G,IF,61.2,58.0,9612,6.7,6.67,4.09
0.7,Very Good,I,VVS2,63.3,55.0,2415,5.67,5.61,3.57
0.75,Premium,D,SI1,62.8,60.0,2903,5.78,5.74,3.62
1.29,Ideal,G,VVS2,62.4,57.0,10807,6.97,6.94,4.34
0.3,Ideal,G,SI2,61.8,57.0,422,4.31,4.33,2.67
1.51,Very Good,I,VS1,63.1,53.0,9513,7.34,7.25,4.6
0.56,Ideal,I,SI1,61.8,54.0,1212,5.28,5.31,3.27
0.7,Good,F,VS1,63.7,55.0,2724,5.56,5.61,3.56
1.5,Fair,G,SI2,64.7,55.0,7972,7.16,7.13,4.62
0.3,Ideal,H,VVS2,62.1,55.0,590,4.33,4.36,2.7
0.3,Good,G,VVS2,63.2,57.0,684,4.24,4.27,2.69
0.31,Premium,F,VS2,62.3,60.0,625,4.32,4.35,2.7
0.3,Ideal,H,SI2,60.0,56.0,408,4.41,4.43,2.65
0.7,Good,G,VS1,60.6,61.0,2591,5.71,5.77,3.48
0.3,Premium,H,SI1,61.2,62.0,540,4.31,4.28,2.63
0.64,Very Good,E,VS2,60.5,58.1,2222,5.59,5.62,3.39
0.38,Ideal,G,SI1,61.0,57.0,629,4.66,4.71,2.86
0.71,Premium,J,VVS2,60.3,59.0,1843,5.79,5.82,3.5
0.25,Very Good,E,VVS2,63.0,57.0,575,4.0,4.06,2.54
0.41,Ideal,E,VS1,62.3,57.0,1153,4.77,4.74,2.96
0.37,Ideal,G,IF,61.2,56.0,1056,4.61,4.64,2.83
2.04,Premium,H,SI2,62.8,57.0,13790,8.13,8.08,5.09
0.52,Ideal,F,VS1,62.0,57.0,1778,5.13,5.16,3.19
0.3,Very Good,D,SI1,63.4,56.0,709,4.29,4.26,2.71
0.9,Fair,G,SI1,65.6,56.0,3145,6.1,6.03,3.98
1.62,Premium,H,SI1,62.2,58.0,11455,7.5,7.46,4.65
1.5,Ideal,I,VS1,62.0,53.0,9618,7.4,7.35,4.57
0.92,Ideal,G,VS1,62.0,57.0,5243,6.24,6.28,3.88
0.86,Premium,E,SI1,61.9,61.0,3323,6.07,5.99,3.73
0.42,Ideal,F,SI2,62.1,56.0,851,4.83,4.8,2.99
0.9,Good,F,VS1,63.3,59.0,4508,6.03,6.07,3.83
1.01,Very Good,G,VVS2,61.9,58.0,6257,6.38,6.48,3.98
2.3,Ideal,I,VS2,62.6,56.0,18190,8.45,8.4,5.27
0.36,Very Good,I,VVS2,59.7,55.0,571,4.65,4.69,2.79
0.36,Good,H,VS2,63.7,55.0,729,4.52,4.49,2.87
0.41,Ideal,F,VVS1,61.7,57.0,1356,4.8,4.77,2.95
0.73,Ideal,D,SI1,61.4,57.0,2841,5.76,5.8,3.55
0.31,Ideal,D,VS2,62.5,57.0,734,4.31,4.36,2.71
2.16,Premium,I,VS2,58.7,60.0,18481,8.54,8.5,5.0
0.7,Good,F,SI2,64.1,55.0,1851,5.58,5.52,3.56
0.43,Ideal,H,SI1,61.6,55.0,919,4.9,4.87,3.01
0.35,Ideal,F,SI2,62.8,55.0,591,4.53,4.48,2.83
0.62,Ideal,G,IF,60.3,57.0,3378,5.54,5.61,3.35
0.42,Ideal,F,SI1,61.6,56.0,886,4.83,4.81,2.97
0.35,Ideal,E,SI1,60.7,56.0,667,4.57,4.59,2.78
0.9,Premium,G,VS2,61.5,60.0,4309,6.16,6.13,3.78
0.36,Premium,F,SI1,61.1,60.0,616,4.62,4.57,2.81
0.71,Ideal,E,VS2,61.8,57.0,2630,5.7,5.73,3.53
1.02,Premium,H,VS2,62.4,58.0,5356,6.39,6.43,4.0
0.31,Ideal,H,IF,60.8,57.0,761,4.38,4.4,2.67
1.52,Very Good,G,VS2,63.4,58.0,11986,7.31,7.24,4.61
2.01,Ideal,I,SI1,64.8,62.0,16287,7.92,7.82,5.1
0.26,Premium,E,VVS1,62.3,60.0,769,4.09,4.07,2.54
0.3,Good,D,VVS2,61.6,63.0,719,4.23,4.27,2.62
1.52,Premium,F,SI2,62.3,59.0,8342,7.37,7.33,4.58
1.3,Very Good,E,VVS2,60.5,58.0,13725,7.05,7.11,4.28
0.32,Very Good,F,VS1,61.3,55.0,696,4.41,4.44,2.71
0.81,Very Good,H,SI1,59.1,57.0,2562,6.09,6.16,3.62
0.42,Premium,D,SI2,60.1,58.0,700,4.83,4.88,2.92
0.41,Ideal,D,SI1,63.0,56.0,920,4.8,4.75,3.01
0.9,Premium,F,SI1,61.6,60.0,3992,6.19,6.14,3.8
1.02,Good,H,I1,64.3,63.0,2751,6.28,6.23,4.02
0.61,Ideal,D,VS2,61.6,56.0,2364,5.46,5.49,3.37
2.05,Premium,J,VS1,62.5,60.0,14973,8.09,8.14,5.07
0.23,Very Good,E,VVS2,62.7,55.0,505,3.9,3.95,2.46
1.56,Good,I,SI1,64.0,57.0,6246,7.32,7.28,4.67
2.02,Ideal,H,SI1,62.0,56.0,17392,8.06,8.13,5.02
1.01,Very Good,E,SI2,63.3,58.0,4581,6.37,6.3,4.01
0.7,Very Good,G,VS2,59.0,60.0,2437,5.76,5.83,3.42
0.72,Ideal,F,SI2,61.7,55.0,2340,5.77,5.81,3.57
1.51,Very Good,I,SI2,63.5,60.0,7441,7.28,7.21,4.6
0.61,Ideal,E,VS2,59.7,57.0,2115,5.57,5.52,3.31
0.32,Ideal,D,SI1,61.3,55.0,589,4.39,4.42,2.7
1.26,Ideal,G,VVS2,60.7,56.0,10556,7.05,7.03,4.27
1.5,Premium,I,SI2,62.2,61.0,7056,7.24,7.19,4.49
0.36,Very Good,E,VS2,60.4,58.0,677,4.58,4.62,2.78
0.7,Premium,I,SI2,63.0,56.0,1715,5.71,5.63,3.57
0.44,Ideal,G,VVS2,61.8,56.0,1081,4.9,4.94,3.04
0.31,Very Good,G,VS2,61.4,55.0,559,4.38,4.41,2.69
0.41,Premium,G,VVS2,62.2,58.0,1056,4.82,4.76,2.98
0.3,Good,G,VS1,63.6,57.0,776,4.26,4.23,2.7
1.01,Very Good,D,SI2,60.1,60.0,4690,6.41,6.47,3.87
2.0,Very Good,H,SI2,63.0,59.0,15694,7.94,8.07,5.04
1.38,Ideal,F,VS2,61.9,55.0,11205,7.16,7.12,4.42
0.35,Ideal,I,VS1,60.9,57.0,709,4.59,4.54,2.78
0.35,Ideal,E,SI2,61.7,56.0,630,4.55,4.53,2.8
0.25,Very Good,E,VVS2,62.2,61.0,548,3.98,4.03,2.49
0.3,Very Good,H,VS2,63.5,54.0,608,4.3,4.27,2.72
0.31,Ideal,E,SI1,61.1,55.0,516,4.36,4.41,2.68
1.08,Very Good,F,SI2,63.4,55.0,3847,6.53,6.5,4.13
0.8,Very Good,G,SI1,62.1,56.0,3071,6.01,5.85,3.68
0.36,Ideal,E,VS2,61.1,56.0,789,4.6,4.63,2.82
1.0,Fair,F,SI1,66.4,57.0,4256,6.21,6.14,4.1
0.31,Ideal,D,SI2,62.3,56.0,462,4.35,4.38,2.72
0.37,Ideal,G,VS2,62.2,57.0,649,4.59,4.64,2.87
0.5,Ideal,F,VVS2,61.6,56.0,2052,5.08,5.11,3.14
0.7,Ideal,H,SI1,61.5,55.0,2815,5.73,5.79,3.54
1.01,Good,H,SI2,63.9,58.0,3959,6.35,6.32,4.05
0.41,Premium,D,SI2,61.9,58.0,876,4.73,4.71,2.92
0.26,Very Good,E,VS2,60.4,58.0,452,4.15,4.19,2.52
0.41,Premium,E,VS1,59.8,61.0,1153,4.85,4.79,2.88
0.52,Ideal,G,VVS2,61.7,56.0,1911,5.14,5.16,3.18
1.5,Very Good,F,VS2,61.3,58.0,12526,7.24,7.29,4.45
0.7,Very Good,H,SI1,62.7,56.0,2107,5.6,5.62,3.52
0.29,Ideal,E,SI1,60.4,54.0,677,4.32,4.36,2.62
0.56,Ideal,F,VS1,61.7,54.0,1915,5.28,5.32,3.27
1.02,Good,H,SI2,57.9,61.0,3770,6.75,6.68,3.89
0.58,Ideal,H,SI1,61.6,57.0,1184,5.34,5.38,3.3
1.07,Good,E,SI2,60.0,62.0,4453,6.57,6.62,3.96
1.03,Very Good,G,VS2,62.9,56.0,6164,6.43,6.45,4.05
0.5,Very Good,D,SI2,63.4,59.0,1243,5.03,5.0,3.18
0.36,Ideal,I,VVS1,61.5,55.0,645,4.61,4.63,2.84
0.53,Very Good,G,SI2,63.4,55.0,1079,5.1,5.19,3.26
0.51,Ideal,F,VS2,60.6,57.0,1583,5.17,5.2,3.14
1.02,Very Good,J,SI1,62.5,58.0,3857,6.37,6.43,4.0
0.58,Ideal,F,SI1,62.2,57.0,1705,5.37,5.33,3.33
1.51,Very Good,E,SI2,63.1,61.0,9343,7.25,7.3,4.59
0.3,Premium,H,SI1,60.8,61.0,540,4.3,4.25,2.6
0.31,Good,H,VVS1,63.1,57.0,707,4.25,4.31,2.7
0.7,Very Good,E,SI1,59.4,63.0,2481,5.79,5.73,3.42
0.24,Very Good,H,VVS2,61.4,57.0,449,4.02,4.04,2.47
0.7,Very Good,I,VVS1,59.5,58.0,2484,5.78,5.81,3.45
2.01,Premium,I,SI2,62.0,56.0,12338,8.01,7.87,4.92
1.2,Ideal,H,VS1,60.8,58.0,7473,6.85,6.91,4.18
1.23,Premium,F,VS2,61.2,58.0,9333,6.93,6.87,4.22
0.52,Ideal,G,VVS2,61.4,55.3,1957,5.18,5.21,3.19
0.31,Very Good,G,VVS1,59.6,59.0,642,4.4,4.42,2.63
0.8,Ideal,F,SI2,62.0,57.0,2495,5.96,5.98,3.7
1.52,Very Good,I,VS2,63.3,61.0,8938,7.27,7.23,4.59
0.3,Ideal,H,VVS1,61.9,55.0,684,4.32,4.34,2.68
0.75,Ideal,F,SI1,60.8,57.0,3610,5.87,5.9,3.58
0.52,Ideal,D,SI2,61.7,55.0,1292,5.17,5.2,3.2
0.71,Very Good,I,VS1,62.9,59.0,2226,5.68,5.71,3.58
1.0,Good,J,SI1,61.7,62.0,3690,6.37,6.4,3.94
0.4,Good,D,SI2,63.9,53.0,622,4.68,4.71,3.0
2.01,Premium,I,VS2,60.5,60.0,16778,8.17,8.15,4.94
0.56,Ideal,D,VS1,62.6,59.0,2170,5.24,5.31,3.3
0.3,Ideal,E,VVS2,62.1,57.0,766,4.27,4.3,2.66
0.55,Ideal,D,VS1,61.8,55.0,2119,5.29,5.32,3.28
0.7,Very Good,E,SI1,63.2,60.0,2777,5.6,5.51,3.51
1.4,Good,D,SI1,63.8,60.0,8624,7.01,6.95,4.45
1.53,Ideal,H,VS1,61.3,57.0,12459,7.38,7.41,4.53
0.32,Ideal,F,VVS1,61.8,55.0,926,4.36,4.41,2.71
0.25,Good,F,VS1,63.6,57.0,558,4.04,4.01,2.56
0.71,Very Good,H,VS2,62.6,56.0,2432,5.68,5.72,3.57
0.56,Good,E,VS1,59.8,61.0,1951,5.35,5.36,3.2
0.32,Ideal,F,VS2,62.3,56.0,645,4.37,4.4,2.73
0.7,Premium,I,VVS2,60.1,59.0,2352,5.8,5.72,3.46
1.02,Very Good,D,VS2,59.8,61.0,6785,6.54,6.61,3.93
0.5,Premium,G,SI2,62.5,57.0,1000,5.04,5.01,3.14
0.41,Good,I,VVS2,63.9,55.0,827,4.71,4.74,3.02
1.04,Premium,J,SI2,62.0,59.0,3603,6.47,6.49,4.02
1.52,Ideal,I,VVS1,61.9,56.0,10968,7.34,7.37,4.55
0.51,Good,E,VS2,59.2,62.0,1554,5.22,5.29,3.11
0.5,Fair,F,VS1,62.9,68.0,1348,5.02,4.96,3.14
0.51,Ideal,D,SI1,61.0,56.0,1431,5.15,5.17,3.15
0.51,Ideal,G,VVS2,62.0,57.0,1750,5.1,5.13,3.17
2.06,Premium,H,SI1,62.4,59.0,14863,8.11,8.07,5.05
0.76,Ideal,G,VS2,61.3,56.0,2782,5.9,5.94,3.63
0.3,Premium,D,VS1,60.7,58.0,661,4.34,4.36,2.64
0.71,Very Good,F,SI1,63.3,60.0,2198,5.61,5.54,3.53
0.33,Ideal,D,VS2,61.7,55.0,724,4.46,4.48,2.76
0.61,Ideal,D,VVS2,60.1,57.0,3336,5.53,5.58,3.34
0.51,Good,G,VVS2,63.7,54.0,1800,5.08,5.1,3.24
0.7,Good,F,VVS2,63.1,57.0,2940,5.59,5.66,3.55
1.52,Premium,I,VVS2,61.6,58.0,11021,7.41,7.37,4.55
0.41,Ideal,F,SI1,62.2,54.0,690,4.78,4.8,2.98
0.4,Very Good,E,SI1,63.5,58.0,882,4.67,4.65,2.96
0.55,Ideal,G,VVS2,61.2,55.8,2064,5.27,5.33,3.24
1.01,Ideal,G,VS2,62.4,56.0,6108,6.41,6.37,3.99
0.5,Good,E,VS2,63.3,56.0,1407,5.11,5.03,3.21
0.7,Very Good,G,VS2,63.3,56.0,2464,5.59,5.66,3.56
0.32,Very Good,E,SI1,62.2,57.0,561,4.38,4.43,2.74
1.21,Ideal,F,I1,62.0,56.0,4377,6.84,6.8,4.23
1.51,Very Good,G,VS2,63.5,57.0,12872,7.23,7.19,4.58
0.92,Premium,H,VS1,61.0,62.0,4155,6.32,6.26,3.84
2.02,Premium,F,SI2,61.3,58.0,13267,8.09,8.05,4.95
0.27,Fair,E,VS1,66.4,58.0,371,3.99,4.02,2.66
1.02,Very Good,F,SI2,60.2,61.0,4162,6.48,6.52,3.91
0.75,Very Good,D,SI1,63.9,56.0,3085,5.73,5.75,3.67
0.32,Ideal,G,VVS2,62.4,56.0,730,4.4,4.42,2.75
0.31,Premium,H,VVS2,61.4,59.0,802,4.38,4.35,2.68
1.52,Fair,D,SI2,56.3,61.0,7702,7.7,7.62,4.31
0.57,Ideal,G,SI1,62.1,55.0,1441,5.32,5.34,3.31
0.5,Ideal,D,VS2,61.9,59.0,1712,5.07,5.1,3.15
0.34,Ideal,G,IF,61.9,54.0,1014,4.46,4.49,2.77
0.9,Good,D,SI2,60.3,64.0,3473,6.14,6.1,3.69
1.12,Very Good,I,SI1,61.7,58.1,4724,6.6,6.66,4.09
2.21,Premium,H,SI2,61.3,60.0,14299,8.35,8.33,5.11
0.3,Good,F,VVS2,66.0,55.0,613,4.19,4.21,2.77
0.3,Very Good,E,SI1,59.7,59.9,526,4.36,4.4,2.61
3.04,Very Good,I,SI2,63.2,59.0,15354,9.14,9.07,5.75
0.78,Fair,H,VS2,54.7,67.0,2691,6.25,6.15,3.4
1.6,Fair,F,SI2,65.0,56.0,6272,7.35,7.26,4.8
0.7,Good,E,VS2,61.5,61.0,2473,5.64,5.74,3.5
0.41,Ideal,F,VS1,62.0,56.0,1076,4.81,4.77,2.97
0.53,Ideal,G,VS1,61.3,57.0,1922,5.18,5.22,3.19
2.15,Ideal,H,SI2,61.8,57.0,17219,8.3,8.24,5.11
0.31,Ideal,E,VS1,61.3,54.0,664,4.37,4.4,2.69
0.78,Very Good,D,VS2,62.2,56.0,3668,5.85,5.91,3.66
0.36,Premium,E,SI2,60.6,59.0,505,4.57,4.61,2.78
1.51,Good,G,SI1,63.3,58.0,10085,7.2,7.26,4.58
1.05,Premium,F,VS1,61.0,58.0,7879,6.6,6.55,4.01
0.9,Ideal,E,VS2,62.0,59.0,5439,6.17,6.21,3.84
0.4,Ideal,G,VVS1,62.4,54.0,1043,4.73,4.76,2.96
0.51,Premium,F,VS2,62.1,58.0,1569,5.09,5.12,3.17
0.7,Ideal,F,SI1,62.2,57.0,2230,5.67,5.74,3.55
0.42,Premium,G,VS1,60.8,59.0,921,4.79,4.85,2.93
1.51,Premium,J,VS2,59.6,60.0,7418,7.48,7.58,4.49
1.17,Ideal,I,SI1,60.0,59.0,5092,6.82,6.87,4.11
1.04,Ideal,F,SI1,60.9,56.0,5795,6.61,6.56,4.01
1.28,Ideal,G,VS1,62.7,53.0,9372,6.94,6.97,4.36
1.01,Very Good,G,VS1,61.9,58.0,6152,6.42,6.5,4.0
1.17,Fair,I,I1,65.4,62.0,2935,6.68,6.57,4.33
1.17,Very Good,G,VS2,63.2,57.0,7076,6.73,6.71,4.25
1.44,Premium,E,I1,61.1,62.0,5161,7.23,7.15,4.39
0.37,Ideal,F,VS1,61.7,56.0,811,4.61,4.63,2.85
0.28,Good,E,VS1,64.3,55.0,470,4.14,4.16,2.67
1.02,Very Good,F,SI2,62.0,59.0,4162,6.33,6.42,3.95
0.31,Ideal,F,VS2,62.6,57.0,625,4.27,4.33,2.69
0.33,Premium,G,VVS1,60.4,59.0,1114,4.47,4.44,2.69
2.01,Premium,H,SI1,60.6,62.0,16733,8.08,8.05,4.89
0.4,Very Good,H,VS1,63.4,58.0,1007,4.74,4.66,2.98
0.4,Ideal,E,SI2,62.6,54.0,644,4.68,4.71,2.94
0.5,Premium,F,VS2,61.9,56.0,1654,5.13,5.08,3.16
1.19,Ideal,D,VVS2,62.0,57.0,12912,6.86,6.76,4.22
0.9,Very Good,H,VS1,61.8,56.0,4136,6.16,6.18,3.81
0.47,Fair,D,IF,60.6,60.0,2211,5.09,4.98,3.05
2.23,Premium,J,SI2,60.5,61.0,12770,8.47,8.4,5.1
1.23,Premium,I,VS2,59.3,59.0,6199,7.13,6.97,4.18
0.33,Ideal,F,VVS1,61.8,57.0,1021,4.47,4.43,2.75
0.32,Premium,E,I1,60.9,58.0,345,4.38,4.42,2.68
0.5,Good,D,VS2,63.4,56.0,1635,5.05,5.1,3.22
0.41,Very Good,F,IF,61.6,58.0,1313,4.75,4.79,2.94
0.9,Ideal,F,SI2,61.5,56.0,4198,6.24,6.18,3.82
0.33,Very Good,D,SI2,63.3,53.0,631,4.42,4.39,2.79
0.41,Premium,G,VS2,60.9,61.0,1061,4.75,4.74,2.89
0.96,Premium,J,SI1,62.9,59.0,3187,6.3,6.22,3.94
1.15,Premium,H,SI2,59.6,59.0,3735,6.82,6.78,4.05
0.5,Ideal,G,VVS2,62.3,56.0,1935,5.09,5.05,3.16
1.03,Premium,E,VS2,60.0,59.0,6344,6.54,6.6,3.94
0.37,Ideal,J,SI1,62.2,53.0,451,4.63,4.67,2.89
0.67,Ideal,G,VS2,62.5,56.0,2010,5.64,5.56,3.5
1.07,Premium,G,SI1,61.0,58.0,5091,6.66,6.59,4.04
0.53,Good,I,VS1,64.3,55.0,1315,5.17,5.13,3.31
0.55,Premium,G,SI2,60.3,58.0,1081,5.33,5.35,3.22
1.22,Ideal,H,VS2,60.4,57.0,7506,6.95,6.98,4.21
